8,9,8," Implies that the wheelchair, a tool for mobility and independence, is something to be ashamed of.", Suggests that visibility of disability should be minimized., Undermines the identity and autonomy of wheelchair users.
10,10,10, Implies a life with a disability is worse than death., Deeply offensive to those who use wheelchairs for mobility and independence., Reinforces negative stereotypes and fears about disability.
5,4,5, Can be perceived as fetishizing a part of someone's disability., May be intended as a compliment but reduces the person to their assistive device.," Overlooks the individual's humanity, focusing on the prosthetic as an object of interest."
9,7,9, Implies shame or embarrassment should be associated with the disabled body., Objectifies and devalues the person based on physical appearance or ability.," Suggests that disability must be hidden, even in intimate situations."
7,6,7," Mocks speech patterns, possibly belittling those with speech disabilities.", Questions the intellectual and civic capacity based on speech., Promotes gatekeeping of rights based on perceived maturity or ability.
3,2,2, Might be intended as benign but can feel patronizing.," If the 'accent' is due to a speech disability, this comment trivializes it.", Oversimplifies complex speech issues to mere quirks or aesthetics.
4,3,3, May be an attempt to provide helpful information but reduces a complex condition to a financial advantage., Implies that the primary value of the disability is in potential benefits., Could be seen as minimizing the challenges faced by individuals with speech disorders.
8,9,8, Invalidates the experiences of individuals with genuine speech disorders., Incorrectly attributes speech difficulties to psychological issues., Diminishes the struggle and effort required to manage speech disorders.
9,10,9, Spreads false and harmful stereotypes linking disability to criminal behavior., Stigmatizes speech disfluencies by associating them with violence., Fosters fear and misunderstanding about people with speech disorders.
9,9,9, Shows impatience and lack of empathy for someone's speech disorder., Pressures the individual to conform to normative speech patterns., Dismisses the involuntary nature of stuttering and other speech disfluencies.
6,7,6, Shows a lack of understanding about how deaf individuals experience the world., Implies that hearing is necessary for experiencing joy or laughter., Perpetuates ignorance about the capabilities and emotions of people who are deaf or hard of hearing.
1,0,0," It's generally a positive comment, appreciating something about the person's assistive device.", Doesn’t demean or belittle the individual or their disability.," Might be seen as focusing on the wheelchair rather than the person, but usually not intended harmfully."
0,0,0," Advocates for inclusivity and accessibility, which is positive.", Recognizes the importance of considering diverse needs in public spaces., Encourages equal opportunities and rights for people with disabilities.
0,0,0," Affirms the value and abilities of the individual, regardless of their disability.", Promotes a positive view of diversity and inclusion., Encourages recognition of contributions from all individuals.
0,0,0, A neutral question that shows interest in sharing experiences or hobbies., Doesn’t reference or imply limitations due to disability., Fosters an inclusive conversation.
0,0,0, Shows consideration and willingness to ensure accessibility., Positive approach to inclusivity and meeting individual needs., Demonstrates respect for the person's comfort and participation.
1,1,0," Offer of help is generally positive, though unsolicited offers can sometimes feel patronizing.", Important to allow individuals to express their own needs.," Can be seen as supportive, depending on context and delivery."
0,0,0, Shows proactive support for accessibility and comfort., Recognizes the need for accommodation without assuming incapability., Encourages a workspace or environment that is inclusive for all.
0,0,0, A neutral statement that has no relation to disability or ableism., Reflects personal indifference to a topic unrelated to the individual's disability., Lacks any direct impact on discussions of disability or accessibility.
0,0,0, Acknowledges a lack of accessibility and commits to improvement., Shows awareness and responsibility for inclusive practices., Positive step towards making digital content accessible to individuals with visual impairments.
0,0,0, Considerate question aimed at ensuring accessibility for individuals who are deaf or hard of hearing., Promotes inclusivity by acknowledging and addressing potential needs., Demonstrates an understanding that accessibility features can enhance the experience for everyone.
1,0,0," Mainly a compliment, though the mention of strength could imply reliance on the dog for physical support."," Assumes the dog is a pet rather than a service animal, which might not be accurate."," Generally positive, but awareness of the role of service animals is important."
0,0,0, A purely positive affirmation of friendship., Does not reference disability in a negative context., Strengthens social bonds and personal connections.
0,0,0, Comments on the nature of online interactions without targeting disability., Reflects a general observation rather than an ableist viewpoint., Unrelated to discussions of ableism or disability.
3,2,2, May inadvertently highlight dietary restrictions or health issues., Could be perceived as questioning or challenging personal choices without understanding underlying reasons., Generally lacks malice but overlooks potential health or personal reasons for avoidance.
